Frame,LEFT_SHOULDER_to_LEFT_ELBOW_start_x,LEFT_SHOULDER_to_LEFT_ELBOW_start_y,LEFT_SHOULDER_to_LEFT_ELBOW_end_x,LEFT_SHOULDER_to_LEFT_ELBOW_end_y,LEFT_ELBOW_to_LEFT_WRIST_start_x,LEFT_ELBOW_to_LEFT_WRIST_start_y,LEFT_ELBOW_to_LEFT_WRIST_end_x,LEFT_ELBOW_to_LEFT_WRIST_end_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_y,RIGHT_ELBOW_to_RIGHT_WRIST_start_x,RIGHT_ELBOW_to_RIGHT_WRIST_start_y,RIGHT_ELBOW_to_RIGHT_WRIST_end_x,RIGHT_ELBOW_to_RIGHT_WRIST_end_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y,LEFT_HIP_to_LEFT_KNEE_start_x,LEFT_HIP_to_LEFT_KNEE_start_y,LEFT_HIP_to_LEFT_KNEE_end_x,LEFT_HIP_to_LEFT_KNEE_end_y,LEFT_KNEE_to_LEFT_ANKLE_start_x,LEFT_KNEE_to_LEFT_ANKLE_start_y,LEFT_KNEE_to_LEFT_ANKLE_end_x,LEFT_KNEE_to_LEFT_ANKLE_end_y,RIGHT_HIP_to_RIGHT_KNEE_start_x,RIGHT_HIP_to_RIGHT_KNEE_start_y,RIGHT_HIP_to_RIGHT_KNEE_end_x,RIGHT_HIP_to_RIGHT_KNEE_end_y,RIGHT_KNEE_to_RIGHT_ANKLE_start_x,RIGHT_KNEE_to_RIGHT_ANKLE_start_y,RIGHT_KNEE_to_RIGHT_ANKLE_end_x,RIGHT_KNEE_to_RIGHT_ANKLE_end_y,LEFT_SHOULDER_to_LEFT_HIP_start_x,LEFT_SHOULDER_to_LEFT_HIP_start_y,LEFT_SHOULDER_to_LEFT_HIP_end_x,LEFT_SHOULDER_to_LEFT_HIP_end_y,RIGHT_SHOULDER_to_RIGHT_HIP_start_x,RIGHT_SHOULDER_to_RIGHT_HIP_start_y,RIGHT_SHOULDER_to_RIGHT_HIP_end_x,RIGHT_SHOULDER_to_RIGHT_HIP_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y
788,109,531,57,553,57,553,60,555,150,530,207,521,207,521,214,504,109,531,150,530,48,656,80,654,48,656,105,679,105,679,95,751,80,654,200,655,200,655,162,763,109,531,48,656,150,530,80,654,48,656,80,654
789,109,529,60,550,60,550,66,558,150,527,214,524,214,524,215,499,109,529,150,527,49,653,80,649,49,653,104,692,104,692,80,762,80,649,200,654,200,654,165,763,109,529,49,653,150,527,80,649,49,653,80,649
790,108,529,65,560,65,560,66,592,149,526,194,521,194,521,215,499,108,529,149,526,48,652,79,649,48,652,97,690,97,690,75,758,79,649,199,652,199,652,164,763,108,529,48,652,149,526,79,649,48,652,79,649
791,107,525,42,545,42,545,40,546,148,520,194,511,194,511,216,494,107,525,148,520,48,647,79,639,48,647,72,704,72,704,51,765,79,639,199,652,199,652,164,763,107,525,48,647,148,520,79,639,48,647,79,639
792,112,522,82,582,82,582,79,628,147,519,190,512,190,512,216,493,112,522,147,519,49,647,82,639,49,647,70,705,70,705,52,766,82,639,199,652,199,652,162,763,112,522,49,647,147,519,82,639,49,647,82,639
793,107,522,75,571,75,571,68,607,147,514,184,509,184,509,216,490,107,522,147,514,49,642,83,632,49,642,65,705,65,705,46,766,83,632,199,652,199,652,163,763,107,522,49,642,147,514,83,632,49,642,83,632
794,111,518,82,571,82,571,74,603,145,513,178,510,178,510,216,490,111,518,145,513,49,641,79,633,49,641,68,705,68,705,45,765,79,633,198,653,198,653,164,763,111,518,49,641,145,513,79,633,49,641,79,633
795,111,523,89,589,89,589,86,642,142,510,181,506,181,506,217,486,111,523,142,510,52,641,79,628,52,641,71,704,71,704,46,766,79,628,197,652,197,652,164,764,111,523,52,641,142,510,79,628,52,641,79,628
796,116,518,92,588,92,588,88,640,142,508,181,504,181,504,217,485,116,518,142,508,54,640,79,627,54,640,72,705,72,705,46,767,79,627,195,651,195,651,164,764,116,518,54,640,142,508,79,627,54,640,79,627
797,113,520,85,584,85,584,82,631,142,504,182,499,182,499,217,481,113,520,142,504,54,635,80,622,54,635,69,704,69,704,45,769,80,622,195,651,195,651,164,764,113,520,54,635,142,504,80,622,54,635,80,622
798,113,522,87,587,87,587,86,636,142,504,181,499,181,499,218,481,113,522,142,504,55,635,80,620,55,635,75,696,75,696,47,768,80,620,194,650,194,650,164,764,113,522,55,635,142,504,80,620,55,635,80,620
799,111,523,85,585,85,585,83,631,143,501,182,495,182,495,218,477,111,523,143,501,56,632,82,618,56,632,71,673,71,673,45,768,82,618,194,649,194,649,164,764,111,523,56,632,143,501,82,618,56,632,82,618
800,109,523,84,584,84,584,83,629,143,499,182,493,182,493,218,476,109,523,143,499,56,630,83,614,56,630,68,669,68,669,46,768,83,614,194,649,194,649,164,764,109,523,56,630,143,499,83,614,56,630,83,614
801,104,521,70,572,70,572,68,609,145,497,182,489,182,489,220,471,104,521,145,497,56,626,84,610,56,626,65,672,65,672,44,768,84,610,194,649,194,649,164,764,104,521,56,626,145,497,84,610,56,626,84,610
802,107,518,78,572,78,572,75,611,145,496,181,490,181,490,219,471,107,518,145,496,58,625,88,610,58,625,66,662,66,662,43,768,88,610,194,648,194,648,166,764,107,518,58,625,145,496,88,610,58,625,88,610
803,105,516,78,566,78,566,74,603,146,493,181,486,181,486,220,467,105,516,146,493,58,622,90,607,58,622,63,663,63,663,43,767,90,607,194,648,194,648,165,766,105,516,58,622,146,493,90,607,58,622,90,607
804,104,515,78,567,78,567,75,604,146,493,183,483,183,483,220,466,104,515,146,493,58,622,90,608,58,622,64,660,64,660,43,767,90,608,194,648,194,648,161,766,104,515,58,622,146,493,90,608,58,622,90,608
805,106,513,79,567,79,567,77,605,147,489,185,480,185,480,220,462,106,513,147,489,59,622,91,606,59,622,64,662,64,662,43,766,91,606,194,647,194,647,160,766,106,513,59,622,147,489,91,606,59,622,91,606
806,105,511,81,564,81,564,82,601,147,490,184,481,184,481,220,462,105,511,147,490,59,619,92,605,59,619,65,659,65,659,43,766,92,605,194,647,194,647,160,766,105,511,59,619,147,490,92,605,59,619,92,605
807,106,508,82,561,82,561,82,602,147,486,184,477,184,477,220,459,106,508,147,486,59,616,90,601,59,616,69,679,69,679,45,767,90,601,194,646,194,646,161,765,106,508,59,616,147,486,90,601,59,616,90,601
808,107,508,86,563,86,563,89,605,147,486,184,479,184,479,220,459,107,508,147,486,59,616,91,601,59,616,73,683,73,683,47,767,91,601,194,646,194,646,161,765,107,508,59,616,147,486,91,601,59,616,91,601
809,106,505,82,555,82,555,85,595,148,483,191,469,191,469,220,455,106,505,148,483,59,613,92,598,59,613,74,683,74,683,53,769,92,598,194,645,194,645,161,763,106,505,59,613,148,483,92,598,59,613,92,598
810,107,504,82,555,82,555,84,596,148,481,186,472,186,472,219,455,107,504,148,481,59,612,92,597,59,612,68,670,68,670,49,769,92,597,193,644,193,644,160,763,107,504,59,612,148,481,92,597,59,612,92,597
811,107,500,80,548,80,548,80,586,148,478,183,473,183,473,219,453,107,500,148,478,58,608,92,594,58,608,63,669,63,669,45,769,92,594,193,644,193,644,159,762,107,500,58,608,148,478,92,594,58,608,92,594
812,105,499,79,544,79,544,78,581,148,478,186,468,186,468,219,453,105,499,148,478,58,605,92,593,58,605,62,662,62,662,42,768,92,593,192,644,192,644,158,762,105,499,58,605,148,478,92,593,58,605,92,593
813,105,500,78,548,78,548,77,583,148,475,182,468,182,468,218,450,105,500,148,475,57,605,92,589,57,605,62,663,62,663,40,768,92,589,192,643,192,643,157,763,105,500,57,605,148,475,92,589,57,605,92,589
814,103,499,73,547,73,547,76,583,148,475,181,467,181,467,218,450,103,499,148,475,57,599,93,586,57,599,60,662,60,662,40,765,93,586,191,644,191,644,157,763,103,499,57,599,148,475,93,586,57,599,93,586
815,103,497,73,546,73,546,76,586,148,472,181,462,181,462,218,447,103,497,148,472,57,597,93,585,57,597,61,662,61,662,38,766,93,585,191,644,191,644,156,763,103,497,57,597,148,472,93,585,57,597,93,585
816,102,496,72,544,72,544,76,584,148,471,181,463,181,463,218,447,102,496,148,471,57,594,93,584,57,594,61,661,61,661,35,766,93,584,190,644,190,644,156,763,102,496,57,594,148,471,93,584,57,594,93,584
817,99,496,70,543,70,543,73,584,148,469,187,455,187,455,218,443,99,496,148,469,55,592,92,580,55,592,61,660,61,660,36,766,92,580,190,644,190,644,156,763,99,496,55,592,148,469,92,580,55,592,92,580
818,99,494,73,541,73,541,76,579,147,468,186,455,186,455,218,443,99,494,147,468,55,590,92,579,55,590,62,660,62,660,37,766,92,579,189,644,189,644,153,762,99,494,55,590,147,468,92,579,55,590,92,579
819,98,476,63,516,63,516,73,544,149,464,203,447,203,447,218,439,98,476,149,464,55,588,92,579,55,588,61,658,61,658,34,764,92,579,189,644,189,644,153,760,98,476,55,588,149,464,92,579,55,588,92,579
820,95,482,65,522,65,522,73,548,148,465,182,452,182,452,217,440,95,482,148,465,54,585,92,577,54,585,61,656,61,656,35,764,92,577,189,644,189,644,153,760,95,482,54,585,148,465,92,577,54,585,92,577
821,92,476,62,517,62,517,69,547,148,462,186,449,186,449,217,435,92,476,148,462,54,583,92,574,54,583,62,656,62,656,35,764,92,574,189,644,189,644,152,760,92,476,54,583,148,462,92,574,54,583,92,574
822,89,482,64,536,64,536,69,581,148,462,177,451,177,451,216,436,89,482,148,462,52,582,92,573,52,582,62,655,62,655,35,764,92,573,188,644,188,644,152,760,89,482,52,582,148,462,92,573,52,582,92,573
823,88,474,45,507,45,507,63,550,148,460,178,448,178,448,216,434,88,474,148,460,52,578,93,569,52,578,62,656,62,656,34,764,93,569,188,643,188,643,152,760,88,474,52,578,148,460,93,569,52,578,93,569
824,89,477,62,533,62,533,68,580,147,459,181,445,181,445,217,432,89,477,147,459,52,581,93,570,52,581,62,655,62,655,34,764,93,570,188,643,188,643,152,762,89,477,52,581,147,459,93,570,52,581,93,570
825,90,478,54,525,54,525,64,565,148,457,183,442,183,442,217,429,90,478,148,457,52,578,93,569,52,578,62,654,62,654,32,764,93,569,187,643,187,643,152,762,90,478,52,578,148,457,93,569,52,578,93,569
826,90,477,43,501,43,501,64,546,148,455,195,436,195,436,218,427,90,477,148,455,52,577,96,569,52,577,61,655,61,655,32,763,96,569,187,643,187,643,152,762,90,477,52,577,148,455,96,569,52,577,96,569
827,89,467,31,500,31,500,61,540,149,453,201,431,201,431,218,425,89,467,149,453,53,576,97,569,53,576,61,654,61,654,32,763,97,569,187,643,187,643,152,760,89,467,53,576,149,453,97,569,53,576,97,569
828,81,467,31,494,31,494,62,531,149,452,202,430,202,430,219,423,81,467,149,452,52,575,98,568,52,575,61,654,61,654,33,763,98,568,187,643,187,643,152,760,81,467,52,575,149,452,98,568,52,575,98,568
829,83,470,30,498,30,498,61,532,149,451,201,432,201,432,219,421,83,470,149,451,52,571,98,565,52,571,61,653,61,653,33,762,98,565,186,643,186,643,153,760,83,470,52,571,149,451,98,565,52,571,98,565
830,83,471,48,510,48,510,64,536,149,450,199,430,199,430,218,421,83,471,149,450,42,569,99,564,42,569,60,653,60,653,33,762,99,564,186,643,186,643,153,759,83,471,42,569,149,450,99,564,42,569,99,564
831,75,465,26,490,26,490,58,507,149,448,196,430,196,430,217,418,75,465,149,448,44,567,99,561,44,567,59,653,59,653,33,763,99,561,185,643,185,643,153,761,75,465,44,567,149,448,99,561,44,567,99,561
832,74,463,32,497,32,497,57,524,148,447,197,427,197,427,216,417,74,463,148,447,39,568,99,562,39,568,59,653,59,653,33,764,99,562,185,643,185,643,153,762,74,463,39,568,148,447,99,562,39,568,99,562
833,71,460,25,486,25,486,56,509,148,445,195,426,195,426,214,414,71,460,148,445,36,566,99,561,36,566,56,653,56,653,33,767,99,561,185,643,185,643,152,762,71,460,36,566,148,445,99,561,36,566,99,561
834,72,459,24,475,24,475,50,486,148,444,199,423,199,423,213,412,72,459,148,444,36,564,99,561,36,564,56,653,56,653,33,768,99,561,185,643,185,643,152,762,72,459,36,564,148,444,99,561,36,564,99,561
835,72,452,20,474,20,474,47,477,148,440,196,421,196,421,213,409,72,452,148,440,34,561,99,557,34,561,56,653,56,653,33,768,99,557,184,643,184,643,151,762,72,452,34,561,148,440,99,557,34,561,99,557
836,72,454,19,472,19,472,45,482,148,440,196,417,196,417,213,408,72,454,148,440,34,561,99,555,34,561,55,652,55,652,33,769,99,555,184,642,184,642,151,762,72,454,34,561,148,440,99,555,34,561,99,555
837,70,449,20,469,20,469,46,485,148,437,197,413,197,413,212,404,70,449,148,437,33,558,98,552,33,558,54,652,54,652,33,769,98,552,183,642,183,642,150,761,70,449,33,558,148,437,98,552,33,558,98,552
838,75,449,22,468,22,468,47,486,148,435,200,411,200,411,212,404,75,449,148,435,33,558,98,553,33,558,54,651,54,651,34,769,98,553,183,642,183,642,148,761,75,449,33,558,148,435,98,553,33,558,98,553
839,71,449,43,483,43,483,59,513,148,433,203,408,203,408,210,402,71,449,148,433,33,555,98,549,33,555,54,650,54,650,35,769,98,549,183,642,183,642,147,761,71,449,33,555,148,433,98,549,33,555,98,549
840,73,450,43,493,43,493,68,529,148,432,205,406,205,406,209,401,73,450,148,432,30,554,98,548,30,554,53,650,53,650,35,767,98,548,182,643,182,643,146,761,73,450,30,554,148,432,98,548,30,554,98,548
841,70,444,29,471,29,471,68,502,148,429,204,403,204,403,209,398,70,444,148,429,30,552,99,546,30,552,52,650,52,650,36,767,99,546,180,643,180,643,146,761,70,444,30,552,148,429,99,546,30,552,99,546
842,68,444,25,475,25,475,68,508,147,428,204,401,204,401,209,396,68,444,147,428,29,551,99,543,29,551,51,650,51,650,36,768,99,543,177,642,177,642,146,763,68,444,29,551,147,428,99,543,29,551,99,543
843,69,439,23,471,23,471,67,498,147,425,203,398,203,398,209,392,69,439,147,425,29,549,98,540,29,549,50,650,50,650,35,768,98,540,176,642,176,642,146,763,69,439,29,549,147,425,98,540,29,549,98,540
844,69,438,19,465,19,465,66,484,147,422,204,396,204,396,209,391,69,438,147,422,29,547,98,539,29,547,49,650,49,650,35,768,98,539,176,642,176,642,146,762,69,438,29,547,147,422,98,539,29,547,98,539
845,69,435,17,463,17,463,64,480,147,419,204,394,204,394,207,388,69,435,147,419,29,544,98,535,29,544,49,650,49,650,34,770,98,535,175,641,175,641,146,762,69,435,29,544,147,419,98,535,29,544,98,535
846,64,437,30,483,30,483,64,524,146,420,203,394,203,394,207,387,64,437,146,420,28,545,97,535,28,545,49,650,49,650,35,770,97,535,173,640,173,640,146,761,64,437,28,545,146,420,97,535,28,545,97,535
847,63,438,18,470,18,470,60,522,146,418,207,388,207,388,206,384,63,438,146,418,28,543,97,532,28,543,49,650,49,650,36,770,97,532,172,639,172,639,146,761,63,438,28,543,146,418,97,532,28,543,97,532
848,72,433,18,463,18,463,59,500,146,416,206,389,206,389,206,383,72,433,146,416,28,540,96,531,28,540,49,650,49,650,35,771,96,531,171,638,171,638,146,762,72,433,28,540,146,416,96,531,28,540,96,531
849,66,433,17,453,17,453,58,480,146,415,210,384,210,384,204,380,66,433,146,415,28,539,96,530,28,539,48,651,48,651,36,771,96,530,170,638,170,638,146,762,66,433,28,539,146,415,96,530,28,539,96,530
850,66,434,24,458,24,458,61,486,146,414,209,385,209,385,205,378,66,434,146,414,29,539,96,529,29,539,48,651,48,651,36,772,96,529,170,638,170,638,146,762,66,434,29,539,146,414,96,529,29,539,96,529
851,64,433,15,448,15,448,55,465,146,411,207,383,207,383,205,375,64,433,146,411,29,538,95,528,29,538,48,651,48,651,36,772,95,528,168,638,168,638,146,762,64,433,29,538,146,411,95,528,29,538,95,528
852,64,431,16,451,16,451,55,474,146,410,207,382,207,382,205,374,64,431,146,410,29,538,95,527,29,538,48,651,48,651,36,772,95,527,168,638,168,638,145,764,64,431,29,538,146,410,95,527,29,538,95,527
853,63,429,16,427,16,427,55,431,146,407,203,381,203,381,206,371,63,429,146,407,29,534,95,524,29,534,48,651,48,651,36,772,95,524,167,638,167,638,144,765,63,429,29,534,146,407,95,524,29,534,95,524
854,63,427,17,438,17,438,60,453,146,408,203,378,203,378,206,370,63,427,146,408,30,535,96,525,30,535,48,651,48,651,36,773,96,525,167,639,167,639,144,766,63,427,30,535,146,408,96,525,30,535,96,525
855,62,425,17,434,17,434,61,435,145,404,203,376,203,376,206,367,62,425,145,404,31,533,96,524,31,533,48,651,48,651,36,773,96,524,167,638,167,638,144,767,62,425,31,533,145,404,96,524,31,533,96,524
856,62,423,17,439,17,439,61,437,145,404,203,375,203,375,207,366,62,423,145,404,31,534,96,524,31,534,48,651,48,651,36,773,96,524,167,638,167,638,144,766,62,423,31,534,145,404,96,524,31,534,96,524
857,63,416,13,431,13,431,57,418,145,401,203,372,203,372,207,364,63,416,145,401,31,529,96,523,31,529,48,651,48,651,35,773,96,523,166,638,166,638,143,766,63,416,31,529,145,401,96,523,31,529,96,523
858,64,416,12,433,12,433,53,434,145,400,205,368,205,368,207,362,64,416,145,400,32,530,96,524,32,530,48,651,48,651,35,773,96,524,165,638,165,638,143,766,64,416,32,530,145,400,96,524,32,530,96,524
859,64,412,13,429,13,429,52,427,144,398,202,368,202,368,207,361,64,412,144,398,32,527,96,521,32,527,48,651,48,651,35,773,96,521,165,637,165,637,143,765,64,412,32,527,144,398,96,521,32,527,96,521
860,64,412,12,430,12,430,53,428,144,397,205,365,205,365,207,358,64,412,144,397,33,526,96,520,33,526,48,651,48,651,35,773,96,520,165,636,165,636,143,767,64,412,33,526,144,397,96,520,33,526,96,520
861,64,412,15,430,15,430,54,426,143,395,201,366,201,366,207,357,64,412,143,395,33,526,96,519,33,526,48,652,48,652,35,773,96,519,164,636,164,636,143,766,64,412,33,526,143,395,96,519,33,526,96,519
862,64,412,16,431,16,431,56,431,143,395,202,362,202,362,207,355,64,412,143,395,34,523,96,517,34,523,48,652,48,652,36,774,96,517,164,636,164,636,143,767,64,412,34,523,143,395,96,517,34,523,96,517
863,64,411,16,428,16,428,55,417,143,393,200,362,200,362,206,353,64,411,143,393,34,523,96,516,34,523,48,653,48,653,36,774,96,516,164,636,164,636,143,767,64,411,34,523,143,393,96,516,34,523,96,516
864,65,410,15,428,15,428,55,424,143,392,204,357,204,357,206,351,65,410,143,392,35,521,96,516,35,521,48,653,48,653,36,775,96,516,163,636,163,636,143,768,65,410,35,521,143,392,96,516,35,521,96,516
865,65,406,12,422,12,422,55,411,143,389,204,356,204,356,205,349,65,406,143,389,35,520,96,515,35,520,48,653,48,653,36,775,96,515,162,636,162,636,143,768,65,406,35,520,143,389,96,515,35,520,96,515
866,64,406,11,421,11,421,56,414,143,388,204,356,204,356,204,349,64,406,143,388,35,518,96,513,35,518,48,652,48,652,36,775,96,513,161,636,161,636,143,768,64,406,35,518,143,388,96,513,35,518,96,513
867,63,406,11,409,11,409,55,413,143,386,201,355,201,355,204,346,63,406,143,386,35,519,96,513,35,519,47,652,47,652,36,775,96,513,161,636,161,636,143,767,63,406,35,519,143,386,96,513,35,519,96,513
868,63,406,13,413,13,413,56,415,143,386,201,353,201,353,203,345,63,406,143,386,35,519,96,513,35,519,47,652,47,652,36,775,96,513,160,637,160,637,143,767,63,406,35,519,143,386,96,513,35,519,96,513
869,63,404,11,415,11,415,56,413,143,385,200,352,200,352,203,344,63,404,143,385,35,519,97,513,35,519,47,652,47,652,36,775,97,513,159,637,159,637,143,767,63,404,35,519,143,385,97,513,35,519,97,513
870,63,402,3,395,3,395,55,405,143,384,202,349,202,349,203,341,63,402,143,384,35,518,97,514,35,518,47,652,47,652,36,775,97,514,159,637,159,637,143,767,63,402,35,518,143,384,97,514,35,518,97,514
871,63,400,6,397,6,397,57,404,142,385,196,350,196,350,202,342,63,400,142,385,35,516,96,513,35,516,47,652,47,652,36,775,96,513,158,637,158,637,144,767,63,400,35,516,142,385,96,513,35,516,96,513
872,63,401,5,393,5,393,57,403,143,384,197,347,197,347,202,340,63,401,143,384,35,515,96,511,35,515,46,651,46,651,36,776,96,511,157,637,157,637,144,767,63,401,35,515,143,384,96,511,35,515,96,511
873,63,401,6,392,6,392,56,399,142,383,194,348,194,348,203,338,63,401,142,383,35,513,95,509,35,513,46,651,46,651,36,776,95,509,156,637,156,637,143,767,63,401,35,513,142,383,95,509,35,513,95,509
874,64,400,6,393,6,393,56,402,142,380,194,347,194,347,203,336,64,400,142,380,35,512,95,509,35,512,46,651,46,651,35,778,95,509,155,637,155,637,143,769,64,400,35,512,142,380,95,509,35,512,95,509
875,64,399,1,388,1,388,52,398,142,380,195,343,195,343,203,334,64,399,142,380,35,511,95,509,35,511,46,650,46,650,35,778,95,509,153,637,153,637,144,772,64,399,35,511,142,380,95,509,35,511,95,509
876,65,396,2,386,2,386,51,397,142,378,196,340,196,340,204,332,65,396,142,378,35,511,94,509,35,511,45,650,45,650,34,778,94,509,152,637,152,637,144,773,65,396,35,511,142,378,94,509,35,511,94,509
877,65,392,0,386,0,386,49,395,142,378,195,341,195,341,205,331,65,392,142,378,35,508,95,508,35,508,45,650,45,650,34,778,95,508,151,637,151,637,144,772,65,392,35,508,142,378,95,508,35,508,95,508
878,65,391,0,384,0,384,48,396,143,377,201,337,201,337,204,330,65,391,143,377,36,509,95,508,36,509,45,650,45,650,34,778,95,508,151,637,151,637,144,771,65,391,36,509,143,377,95,508,36,509,95,508
879,65,390,3,400,3,400,46,393,143,377,200,338,200,338,205,330,65,390,143,377,36,507,96,507,36,507,45,649,45,649,35,778,96,507,151,637,151,637,144,772,65,390,36,507,143,377,96,507,36,507,96,507
880,65,390,2,389,2,389,46,393,143,377,199,339,199,339,203,330,65,390,143,377,36,508,96,507,36,508,45,649,45,649,35,777,96,507,150,637,150,637,144,769,65,390,36,508,143,377,96,507,36,508,96,507
881,65,389,1,385,1,385,44,390,143,376,198,338,198,338,204,328,65,389,143,376,37,508,96,507,37,508,45,649,45,649,35,777,96,507,150,637,150,637,143,767,65,389,37,508,143,376,96,507,37,508,96,507
882,64,389,1,386,1,386,49,391,142,375,196,338,196,338,202,328,64,389,142,375,37,508,96,507,37,508,45,649,45,649,35,777,96,507,150,637,150,637,143,767,64,389,37,508,142,375,96,507,37,508,96,507
883,64,389,4,395,4,395,46,387,142,374,194,338,194,338,203,326,64,389,142,374,37,508,96,506,37,508,45,649,45,649,35,776,96,506,150,637,150,637,143,766,64,389,37,508,142,374,96,506,37,508,96,506
884,64,390,4,384,4,384,46,387,142,374,194,336,194,336,202,327,64,390,142,374,37,508,96,505,37,508,45,649,45,649,36,776,96,505,149,637,149,637,143,765,64,390,37,508,142,374,96,505,37,508,96,505
885,63,390,8,385,8,385,46,386,140,372,190,336,190,336,202,326,63,390,140,372,38,509,96,504,38,509,45,649,45,649,36,776,96,504,148,636,148,636,142,760,63,390,38,509,140,372,96,504,38,509,96,504
886,63,390,9,381,9,381,47,386,139,371,192,333,192,333,201,326,63,390,139,371,38,509,96,504,38,509,45,649,45,649,36,776,96,504,148,635,148,635,141,756,63,390,38,509,139,371,96,504,38,509,96,504
887,62,390,9,380,9,380,47,386,139,370,192,330,192,330,200,326,62,390,139,370,39,509,96,504,39,509,45,649,45,649,36,777,96,504,148,635,148,635,141,757,62,390,39,509,139,370,96,504,39,509,96,504
888,62,389,7,379,7,379,46,385,139,368,192,329,192,329,200,323,62,389,139,368,39,509,96,503,39,509,45,649,45,649,37,777,96,503,147,635,147,635,141,757,62,389,39,509,139,368,96,503,39,509,96,503
889,60,389,0,389,0,389,46,403,139,367,192,328,192,328,200,321,60,389,139,367,39,510,97,503,39,510,45,649,45,649,37,778,97,503,147,635,147,635,140,757,60,389,39,510,139,367,97,503,39,510,97,503
890,60,388,-5,397,-5,397,46,420,139,366,193,327,193,327,200,320,60,388,139,366,39,511,97,505,39,511,45,649,45,649,37,778,97,505,147,635,147,635,140,755,60,388,39,511,139,366,97,505,39,511,97,505
891,60,389,2,402,2,402,48,409,139,366,192,328,192,328,200,320,60,389,139,366,40,510,97,504,40,510,45,649,45,649,37,779,97,504,147,634,147,634,139,755,60,389,40,510,139,366,97,504,40,510,97,504
892,61,388,6,406,6,406,48,424,139,365,191,328,191,328,200,320,61,388,139,365,40,510,98,504,40,510,46,649,46,649,36,780,98,504,146,634,146,634,139,755,61,388,40,510,139,365,98,504,40,510,98,504
893,61,387,7,404,7,404,46,391,139,364,190,328,190,328,201,319,61,387,139,364,41,510,98,504,41,510,46,649,46,649,37,780,98,504,145,634,145,634,138,753,61,387,41,510,139,364,98,504,41,510,98,504
894,61,387,7,402,7,402,45,382,138,364,188,328,188,328,201,318,61,387,138,364,41,510,98,504,41,510,47,648,47,648,37,780,98,504,143,634,143,634,137,753,61,387,41,510,138,364,98,504,41,510,98,504
895,60,387,7,401,7,401,45,384,138,364,188,328,188,328,199,318,60,387,138,364,42,511,99,505,42,511,47,648,47,648,37,779,99,505,143,634,143,634,137,754,60,387,42,511,138,364,99,505,42,511,99,505
896,59,387,8,399,8,399,46,385,138,363,186,328,186,328,196,319,59,387,138,363,43,511,99,505,43,511,48,647,48,647,37,777,99,505,143,634,143,634,137,754,59,387,43,511,138,363,99,505,43,511,99,505
897,60,383,8,396,8,396,45,375,138,363,187,326,187,326,195,319,60,383,138,363,43,511,100,505,43,511,48,647,48,647,35,777,100,505,143,634,143,634,138,751,60,383,43,511,138,363,100,505,43,511,100,505
898,60,381,7,395,7,395,45,375,139,363,188,326,188,326,194,318,60,381,139,363,43,511,101,505,43,511,48,647,48,647,35,777,101,505,143,633,143,633,138,748,60,381,43,511,139,363,101,505,43,511,101,505
899,62,379,8,394,8,394,45,375,139,362,189,324,189,324,194,314,62,379,139,362,45,511,101,505,45,511,48,647,48,647,36,777,101,505,143,633,143,633,138,748,62,379,45,511,139,362,101,505,45,511,101,505
900,64,378,10,392,10,392,45,375,139,362,191,323,191,323,195,313,64,378,139,362,45,510,102,505,45,510,49,647,49,647,36,776,102,505,142,633,142,633,138,748,64,378,45,510,139,362,102,505,45,510,102,505
901,64,378,11,392,11,392,42,374,138,361,190,323,190,323,196,313,64,378,138,361,46,510,102,505,46,510,49,647,49,647,37,774,102,505,141,633,141,633,138,746,64,378,46,510,138,361,102,505,46,510,102,505
902,65,376,13,392,13,392,41,374,138,360,190,322,190,322,196,309,65,376,138,360,47,510,102,505,47,510,51,646,51,646,37,774,102,505,140,633,140,633,137,746,65,376,47,510,138,360,102,505,47,510,102,505
903,66,374,13,390,13,390,40,374,138,360,195,317,195,317,193,309,66,374,138,360,49,509,102,506,49,509,52,645,52,645,38,773,102,506,138,633,138,633,137,751,66,374,49,509,138,360,102,506,49,509,102,506
904,67,373,13,386,13,386,39,374,138,359,198,315,198,315,189,308,67,373,138,359,50,509,102,506,50,509,52,645,52,645,39,773,102,506,137,633,137,633,136,754,67,373,50,509,138,359,102,506,50,509,102,506
905,67,371,13,386,13,386,38,374,138,358,197,316,197,316,190,309,67,371,138,358,52,509,102,506,52,509,53,644,53,644,39,773,102,506,136,633,136,633,133,755,67,371,52,509,138,358,102,506,52,509,102,506
