Frame,LEFT_SHOULDER_to_LEFT_ELBOW_start_x,LEFT_SHOULDER_to_LEFT_ELBOW_start_y,LEFT_SHOULDER_to_LEFT_ELBOW_end_x,LEFT_SHOULDER_to_LEFT_ELBOW_end_y,LEFT_ELBOW_to_LEFT_WRIST_start_x,LEFT_ELBOW_to_LEFT_WRIST_start_y,LEFT_ELBOW_to_LEFT_WRIST_end_x,LEFT_ELBOW_to_LEFT_WRIST_end_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_start_y,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_x,RIGHT_SHOULDER_to_RIGHT_ELBOW_end_y,RIGHT_ELBOW_to_RIGHT_WRIST_start_x,RIGHT_ELBOW_to_RIGHT_WRIST_start_y,RIGHT_ELBOW_to_RIGHT_WRIST_end_x,RIGHT_ELBOW_to_RIGHT_WRIST_end_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_start_y,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_x,LEFT_SHOULDER_to_RIGHT_SHOULDER_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y,LEFT_HIP_to_LEFT_KNEE_start_x,LEFT_HIP_to_LEFT_KNEE_start_y,LEFT_HIP_to_LEFT_KNEE_end_x,LEFT_HIP_to_LEFT_KNEE_end_y,LEFT_KNEE_to_LEFT_ANKLE_start_x,LEFT_KNEE_to_LEFT_ANKLE_start_y,LEFT_KNEE_to_LEFT_ANKLE_end_x,LEFT_KNEE_to_LEFT_ANKLE_end_y,RIGHT_HIP_to_RIGHT_KNEE_start_x,RIGHT_HIP_to_RIGHT_KNEE_start_y,RIGHT_HIP_to_RIGHT_KNEE_end_x,RIGHT_HIP_to_RIGHT_KNEE_end_y,RIGHT_KNEE_to_RIGHT_ANKLE_start_x,RIGHT_KNEE_to_RIGHT_ANKLE_start_y,RIGHT_KNEE_to_RIGHT_ANKLE_end_x,RIGHT_KNEE_to_RIGHT_ANKLE_end_y,LEFT_SHOULDER_to_LEFT_HIP_start_x,LEFT_SHOULDER_to_LEFT_HIP_start_y,LEFT_SHOULDER_to_LEFT_HIP_end_x,LEFT_SHOULDER_to_LEFT_HIP_end_y,RIGHT_SHOULDER_to_RIGHT_HIP_start_x,RIGHT_SHOULDER_to_RIGHT_HIP_start_y,RIGHT_SHOULDER_to_RIGHT_HIP_end_x,RIGHT_SHOULDER_to_RIGHT_HIP_end_y,LEFT_HIP_to_RIGHT_HIP_start_x,LEFT_HIP_to_RIGHT_HIP_start_y,LEFT_HIP_to_RIGHT_HIP_end_x,LEFT_HIP_to_RIGHT_HIP_end_y
258,66,469,19,485,19,485,26,488,131,456,168,444,168,444,186,432,66,469,131,456,42,602,93,594,42,602,57,667,57,667,33,772,93,594,185,655,185,655,142,763,66,469,42,602,131,456,93,594,42,602,93,594
259,67,471,20,484,20,484,27,476,130,459,169,448,169,448,187,433,67,471,130,459,43,605,93,596,43,605,57,667,57,667,34,772,93,596,185,655,185,655,142,763,67,471,43,605,130,459,93,596,43,605,93,596
260,67,471,19,483,19,483,25,476,130,459,167,451,167,451,187,435,67,471,130,459,36,603,93,596,36,603,57,667,57,667,34,773,93,596,185,655,185,655,142,764,67,471,36,603,130,459,93,596,36,603,93,596
261,68,471,24,489,24,489,30,479,130,460,167,450,167,450,188,436,68,471,130,460,35,602,92,597,35,602,58,668,58,668,35,773,92,597,186,655,186,655,142,766,68,471,35,602,130,460,92,597,35,602,92,597
262,69,471,21,488,21,488,29,478,131,460,167,449,167,449,188,436,69,471,131,460,35,602,92,598,35,602,58,668,58,668,36,774,92,598,186,655,186,655,143,766,69,471,35,602,131,460,92,598,35,602,92,598
263,69,472,21,489,21,489,29,475,131,462,168,450,168,450,189,437,69,472,131,462,35,602,92,599,35,602,58,669,58,669,38,772,92,599,187,655,187,655,143,766,69,472,35,602,131,462,92,599,35,602,92,599
264,69,472,20,488,20,488,28,476,131,463,168,450,168,450,190,437,69,472,131,463,35,602,92,601,35,602,58,669,58,669,39,773,92,601,187,655,187,655,143,766,69,472,35,602,131,463,92,601,35,602,92,601
265,69,472,19,488,19,488,27,478,133,466,173,450,173,450,190,438,69,472,133,466,34,602,93,603,34,602,57,669,57,669,39,772,93,603,187,655,187,655,144,765,69,472,34,602,133,466,93,603,34,602,93,603
266,70,472,19,487,19,487,26,478,133,466,177,450,177,450,190,438,70,472,133,466,36,603,93,603,36,603,57,670,57,670,39,773,93,603,187,656,187,656,144,766,70,472,36,603,133,466,93,603,36,603,93,603
267,70,473,19,488,19,488,24,479,133,467,176,453,176,453,190,439,70,473,133,467,36,604,93,606,36,604,57,668,57,668,40,771,93,606,187,656,187,656,145,766,70,473,36,604,133,467,93,606,36,604,93,606
268,71,475,20,488,20,488,28,479,133,467,178,452,178,452,190,440,71,475,133,467,38,604,93,605,38,604,57,670,57,670,40,772,93,605,187,656,187,656,146,768,71,475,38,604,133,467,93,605,38,604,93,605
269,71,476,20,489,20,489,27,481,133,470,178,452,178,452,190,441,71,476,133,470,38,606,93,608,38,606,56,666,56,666,40,771,93,608,187,656,187,656,147,768,71,476,38,606,133,470,93,608,38,606,93,608
270,71,478,22,490,22,490,27,483,136,469,178,452,178,452,190,443,71,478,136,469,43,611,93,607,43,611,56,670,56,670,40,771,93,607,188,657,188,657,147,769,71,478,43,611,136,469,93,607,43,611,93,607
271,71,479,21,491,21,491,27,484,136,471,178,453,178,453,190,445,71,479,136,471,43,610,93,609,43,610,56,669,56,669,40,770,93,609,188,657,188,657,147,769,71,479,43,610,136,471,93,609,43,610,93,609
272,71,479,21,491,21,491,26,485,137,470,176,457,176,457,190,447,71,479,137,470,43,609,93,609,43,609,56,668,56,668,40,770,93,609,188,657,188,657,147,769,71,479,43,609,137,470,93,609,43,609,93,609
273,71,480,21,492,21,492,27,486,138,470,177,456,177,456,190,447,71,480,138,470,42,610,93,611,42,610,56,665,56,665,40,769,93,611,188,657,188,657,148,769,71,480,42,610,138,470,93,611,42,610,93,611
274,70,482,21,493,21,493,26,488,139,470,176,459,176,459,190,449,70,482,139,470,41,610,93,611,41,610,56,664,56,664,39,768,93,611,188,657,188,657,148,769,70,482,41,610,139,470,93,611,41,610,93,611
275,69,484,21,494,21,494,27,489,137,476,176,461,176,461,190,449,69,484,137,476,40,612,92,614,40,612,57,664,57,664,40,768,92,614,189,657,189,657,147,769,69,484,40,612,137,476,92,614,40,612,92,614
276,68,485,19,501,19,501,26,491,137,475,175,463,175,463,190,452,68,485,137,475,39,612,93,613,39,612,56,664,56,664,40,768,93,613,189,657,189,657,147,769,68,485,39,612,137,475,93,613,39,612,93,613
277,68,486,19,503,19,503,27,494,136,477,175,464,175,464,190,453,68,486,136,477,38,614,92,616,38,614,56,664,56,664,40,768,92,616,189,656,189,656,148,770,68,486,38,614,136,477,92,616,38,614,92,616
278,68,486,19,502,19,502,26,493,138,476,176,464,176,464,190,454,68,486,138,476,38,613,92,616,38,613,55,662,55,662,40,766,92,616,189,655,189,655,148,770,68,486,38,613,138,476,92,616,38,613,92,616
279,68,487,19,505,19,505,28,493,137,480,175,467,175,467,190,455,68,487,137,480,38,615,92,618,38,615,55,662,55,662,42,766,92,618,189,655,189,655,149,771,68,487,38,615,137,480,92,618,38,615,92,618
280,69,487,19,504,19,504,28,493,138,481,181,466,181,466,190,455,69,487,138,481,38,614,93,618,38,614,51,661,51,661,41,765,93,618,190,655,190,655,149,768,69,487,38,614,138,481,93,618,38,614,93,618
281,69,490,20,503,20,503,29,494,138,483,179,470,179,470,190,456,69,490,138,483,39,617,93,621,39,617,51,661,51,661,41,764,93,621,191,655,191,655,149,767,69,490,39,617,138,483,93,621,39,617,93,621
282,69,491,21,503,21,503,29,495,138,483,178,471,178,471,190,457,69,491,138,483,39,617,94,621,39,617,51,661,51,661,40,764,94,621,191,655,191,655,150,766,69,491,39,617,138,483,94,621,39,617,94,621
283,69,492,21,504,21,504,29,497,139,486,183,470,183,470,190,458,69,492,139,486,39,620,95,624,39,620,52,661,52,661,40,764,95,624,191,655,191,655,152,765,69,492,39,620,139,486,95,624,39,620,95,624
284,69,494,19,514,19,514,28,498,138,488,171,479,171,479,191,460,69,494,138,488,39,620,94,625,39,620,52,666,52,666,39,764,94,625,189,655,189,655,152,765,69,494,39,620,138,488,94,625,39,620,94,625
285,69,496,19,514,19,514,27,500,138,489,170,482,170,482,193,462,69,496,138,489,40,621,94,626,40,621,52,666,52,666,39,764,94,626,191,655,191,655,153,765,69,496,40,621,138,489,94,626,40,621,94,626
286,67,497,16,521,16,521,27,507,137,491,167,490,167,490,195,462,67,497,137,491,38,622,94,627,38,622,52,670,52,670,39,767,94,627,191,655,191,655,153,765,67,497,38,622,137,491,94,627,38,622,94,627
287,68,499,17,519,17,519,28,505,137,492,167,488,167,488,195,463,68,499,137,492,42,629,93,628,42,629,52,669,52,669,39,767,93,628,192,655,192,655,154,765,68,499,42,629,137,492,93,628,42,629,93,628
288,67,501,15,525,15,525,28,506,136,492,168,488,168,488,197,464,67,501,136,492,42,630,91,628,42,630,54,675,54,675,39,768,91,628,193,655,193,655,154,768,67,501,42,630,136,492,91,628,42,630,91,628
289,68,503,17,523,17,523,28,507,137,492,169,486,169,486,197,465,68,503,137,492,46,635,90,630,46,635,56,690,56,690,39,769,90,630,194,655,194,655,154,768,68,503,46,635,137,492,90,630,46,635,90,630
290,69,503,17,527,17,527,31,507,136,494,168,490,168,490,197,466,69,503,136,494,45,634,90,629,45,634,55,686,55,686,39,767,90,629,194,655,194,655,154,768,69,503,45,634,136,494,90,629,45,634,90,629
291,72,504,31,526,31,526,47,505,137,495,167,492,167,492,197,468,72,504,137,495,48,636,90,631,48,636,55,683,55,683,40,767,90,631,194,655,194,655,154,767,72,504,48,636,137,495,90,631,48,636,90,631
292,72,505,31,527,31,527,43,508,137,495,167,494,167,494,198,468,72,505,137,495,48,636,90,630,48,636,56,682,56,682,40,767,90,630,195,656,195,656,154,767,72,505,48,636,137,495,90,630,48,636,90,630
293,73,506,34,527,34,527,52,508,136,497,167,495,167,495,198,470,73,506,136,497,47,639,90,633,47,639,61,698,61,698,45,768,90,633,195,656,195,656,154,767,73,506,47,639,136,497,90,633,47,639,90,633
294,74,506,31,527,31,527,49,508,136,496,166,497,166,497,198,471,74,506,136,496,45,635,90,632,45,635,61,690,61,690,46,768,90,632,196,656,196,656,154,767,74,506,45,635,136,496,90,632,45,635,90,632
295,74,509,30,533,30,533,50,517,135,499,169,496,169,496,198,471,74,509,135,499,46,641,89,635,46,641,66,699,66,699,47,768,89,635,197,656,197,656,155,767,74,509,46,641,135,499,89,635,46,641,89,635
296,75,508,30,529,30,529,42,515,135,498,170,495,170,495,198,472,75,508,135,498,44,634,89,635,44,634,65,688,65,688,47,768,89,635,197,656,197,656,155,767,75,508,44,634,135,498,89,635,44,634,89,635
297,75,510,29,535,29,535,42,520,135,500,190,494,190,494,198,472,75,510,135,500,44,635,90,637,44,635,64,696,64,696,47,769,90,637,199,656,199,656,156,767,75,510,44,635,135,500,90,637,44,635,90,637
298,76,509,29,528,29,528,37,518,137,500,185,494,185,494,198,473,76,509,137,500,43,632,91,636,43,632,62,686,62,686,47,767,91,636,199,656,199,656,156,766,76,509,43,632,137,500,91,636,43,632,91,636
299,77,510,29,534,29,534,41,522,137,501,183,496,183,496,199,473,77,510,137,501,43,635,92,639,43,635,61,686,61,686,46,768,92,639,199,656,199,656,156,766,77,510,43,635,137,501,92,639,43,635,92,639
300,78,509,30,529,30,529,36,520,140,501,191,495,191,495,199,474,78,509,140,501,43,634,94,638,43,634,58,683,58,683,46,768,94,638,200,657,200,657,156,765,78,509,43,634,140,501,94,638,43,634,94,638
301,80,509,34,530,34,530,40,520,140,503,189,495,189,495,199,475,80,509,140,503,43,634,94,640,43,634,50,692,50,692,45,769,94,640,200,657,200,657,156,765,80,509,43,634,140,503,94,640,43,634,94,640
302,80,509,36,530,36,530,40,519,140,504,191,495,191,495,199,476,80,509,140,504,43,636,93,641,43,636,51,698,51,698,46,771,93,641,200,658,200,658,157,765,80,509,43,636,140,504,93,641,43,636,93,641
303,82,510,38,530,38,530,40,518,140,504,189,495,189,495,199,478,82,510,140,504,43,636,93,643,43,636,52,696,52,696,46,769,93,643,201,658,201,658,156,765,82,510,43,636,140,504,93,643,43,636,93,643
304,82,510,37,528,37,528,37,520,140,505,190,492,190,492,198,478,82,510,140,505,43,637,93,645,43,637,49,695,49,695,48,768,93,645,201,658,201,658,157,764,82,510,43,637,140,505,93,645,43,637,93,645
305,83,510,39,529,39,529,36,521,140,506,189,494,189,494,198,479,83,510,140,506,43,638,93,646,43,638,54,694,54,694,48,768,93,646,201,658,201,658,157,764,83,510,43,638,140,506,93,646,43,638,93,646
306,89,510,41,523,41,523,37,521,142,506,189,493,189,493,197,480,89,510,142,506,44,639,93,646,44,639,54,693,54,693,48,764,93,646,201,658,201,658,158,765,89,510,44,639,142,506,93,646,44,639,93,646
307,88,511,38,529,38,529,37,523,142,507,181,503,181,503,197,482,88,511,142,507,44,640,93,647,44,640,62,692,62,692,50,757,93,647,201,659,201,659,158,768,88,511,44,640,142,507,93,647,44,640,93,647
308,87,512,44,526,44,526,36,523,144,508,197,492,197,492,194,482,87,512,144,508,44,641,94,648,44,641,61,692,61,692,48,759,94,648,202,659,202,659,158,768,87,512,44,641,144,508,94,648,44,641,94,648
309,86,513,32,542,32,542,36,529,146,510,195,493,195,493,194,482,86,513,146,510,44,645,95,651,44,645,47,692,47,692,47,759,95,651,203,660,203,660,158,768,86,513,44,645,146,510,95,651,44,645,95,651
310,86,514,38,535,38,535,36,529,146,511,197,492,197,492,194,482,86,514,146,511,43,646,95,653,43,646,48,689,48,689,42,760,95,653,203,660,203,660,157,768,86,514,43,646,146,511,95,653,43,646,95,653
311,86,515,39,535,39,535,36,528,146,513,201,491,201,491,194,482,86,515,146,513,43,648,96,655,43,648,42,687,42,687,42,760,96,655,203,661,203,661,156,769,86,515,43,648,146,513,96,655,43,648,96,655
312,86,516,31,545,31,545,34,534,146,514,200,491,200,491,195,483,86,516,146,514,43,648,96,655,43,648,39,687,39,687,39,761,96,655,204,662,204,662,156,770,86,516,43,648,146,514,96,655,43,648,96,655
313,86,517,34,540,34,540,34,532,147,517,200,492,200,492,195,484,86,517,147,517,43,652,96,659,43,652,35,672,35,672,41,741,96,659,204,663,204,663,156,770,86,517,43,652,147,517,96,659,43,652,96,659
314,86,519,33,543,33,543,34,532,146,516,190,505,190,505,198,487,86,519,146,516,41,653,95,659,41,653,48,675,48,675,46,746,95,659,204,662,204,662,155,770,86,519,41,653,146,516,95,659,41,653,95,659
315,85,521,26,552,26,552,34,532,146,518,186,512,186,512,199,489,85,521,146,518,40,656,94,663,40,656,50,677,50,677,50,749,94,663,204,662,204,662,155,770,85,521,40,656,146,518,94,663,40,656,94,663
316,84,521,26,549,26,549,34,532,146,518,180,517,180,517,202,490,84,521,146,518,38,656,93,662,38,656,63,678,63,678,53,748,93,662,204,663,204,663,155,770,84,521,38,656,146,518,93,662,38,656,93,662
317,81,523,24,556,24,556,33,537,146,519,180,518,180,518,202,492,81,523,146,519,38,659,93,664,38,659,62,679,62,679,56,748,93,664,205,663,205,663,155,770,81,523,38,659,146,519,93,664,38,659,93,664
318,81,523,25,552,25,552,33,537,146,519,178,519,178,519,203,493,81,523,146,519,37,658,93,664,37,658,60,677,60,677,55,742,93,664,205,663,205,663,155,770,81,523,37,658,146,519,93,664,37,658,93,664
319,77,525,23,557,23,557,33,542,146,520,179,518,179,518,203,494,77,525,146,520,35,660,93,666,35,660,59,678,59,678,55,744,93,666,206,664,206,664,155,770,77,525,35,660,146,520,93,666,35,660,93,666
320,77,525,22,559,22,559,33,541,146,520,175,525,175,525,203,495,77,525,146,520,35,660,93,666,35,660,47,675,47,675,53,739,93,666,206,664,206,664,155,771,77,525,35,660,146,520,93,666,35,660,93,666
321,78,525,22,556,22,556,33,540,146,523,186,518,186,518,203,495,78,525,146,523,35,663,93,670,35,663,40,674,40,674,51,740,93,670,207,666,207,666,155,771,78,525,35,663,146,523,93,670,35,663,93,670
322,78,526,23,556,23,556,34,540,147,523,182,520,182,520,203,496,78,526,147,523,36,662,93,669,36,662,46,675,46,675,51,741,93,669,206,666,206,666,154,772,78,526,36,662,147,523,93,669,36,662,93,669
323,78,526,22,556,22,556,36,544,147,524,190,516,190,516,203,497,78,526,147,524,35,663,93,669,35,663,42,675,42,675,47,742,93,669,206,666,206,666,155,772,78,526,35,663,147,524,93,669,35,663,93,669
324,77,527,23,557,23,557,37,544,147,525,191,515,191,515,203,497,77,527,147,525,35,663,93,669,35,663,42,677,42,677,47,744,93,669,206,666,206,666,155,771,77,527,35,663,147,525,93,669,35,663,93,669
325,78,527,23,558,23,558,38,544,147,525,190,518,190,518,203,499,78,527,147,525,35,663,94,669,35,663,45,684,45,684,47,750,94,669,206,666,206,666,154,771,78,527,35,663,147,525,94,669,35,663,94,669
326,79,527,23,559,23,559,39,543,147,526,190,519,190,519,203,499,79,527,147,526,35,663,94,669,35,663,48,688,48,688,48,754,94,669,206,666,206,666,155,770,79,527,35,663,147,526,94,669,35,663,94,669
327,80,529,22,565,22,565,39,548,147,527,182,527,182,527,204,501,80,529,147,527,35,664,94,670,35,664,51,687,51,687,50,753,94,670,206,667,206,667,154,772,80,529,35,664,147,527,94,670,35,664,94,670
328,80,529,22,566,22,566,38,548,147,527,180,528,180,528,204,501,80,529,147,527,36,665,94,670,36,665,53,684,53,684,54,748,94,670,206,667,206,667,154,772,80,529,36,665,147,527,94,670,36,665,94,670
329,82,530,26,566,26,566,38,547,147,529,182,526,182,526,204,502,82,530,147,529,40,664,95,671,40,664,44,675,44,675,55,740,95,671,206,667,206,667,154,772,82,530,40,664,147,529,95,671,40,664,95,671
330,82,530,23,568,23,568,36,549,147,529,179,531,179,531,205,503,82,530,147,529,40,665,96,671,40,665,47,676,47,676,55,741,96,671,206,668,206,668,155,772,82,530,40,665,147,529,96,671,40,665,96,671
331,82,531,23,569,23,569,36,548,148,531,179,531,179,531,205,503,82,531,148,531,41,666,97,673,41,666,34,676,34,676,54,742,97,673,206,668,206,668,156,772,82,531,41,666,148,531,97,673,41,666,97,673
332,82,532,23,570,23,570,35,548,148,530,178,533,178,533,206,504,82,532,148,530,42,667,99,673,42,667,32,676,32,676,54,742,99,673,207,668,207,668,156,771,82,532,42,667,148,530,99,673,42,667,99,673
333,82,533,24,569,24,569,34,548,148,531,178,534,178,534,206,505,82,533,148,531,43,667,100,674,43,667,30,677,30,677,54,744,100,674,207,669,207,669,156,771,82,533,43,667,148,531,100,674,43,667,100,674
334,82,533,24,569,24,569,34,550,148,531,177,535,177,535,206,506,82,533,148,531,43,668,100,674,43,668,32,677,32,677,56,744,100,674,207,670,207,670,157,771,82,533,43,668,148,531,100,674,43,668,100,674
335,83,533,30,565,30,565,34,548,149,532,177,536,177,536,206,507,83,533,149,532,43,669,101,675,43,669,32,678,32,678,62,746,101,675,207,670,207,670,158,771,83,533,43,669,149,532,101,675,43,669,101,675
336,84,534,29,566,29,566,34,548,149,533,177,536,177,536,206,508,84,534,149,533,43,669,101,676,43,669,38,679,38,679,63,746,101,676,208,671,208,671,158,771,84,534,43,669,149,533,101,676,43,669,101,676
337,84,534,28,566,28,566,34,549,148,533,177,536,177,536,206,509,84,534,148,533,43,671,101,677,43,671,38,679,38,679,68,747,101,677,208,671,208,671,160,772,84,534,43,671,148,533,101,677,43,671,101,677
338,83,535,27,567,27,567,34,553,148,534,177,537,177,537,207,509,83,535,148,534,41,672,100,678,41,672,36,682,36,682,62,749,100,678,207,671,207,671,160,772,83,535,41,672,148,534,100,678,41,672,100,678
339,83,535,26,567,26,567,34,553,148,535,177,538,177,538,207,510,83,535,148,535,41,673,100,679,41,673,36,685,36,685,63,752,100,679,207,671,207,671,160,772,83,535,41,673,148,535,100,679,41,673,100,679
340,82,536,26,567,26,567,34,556,148,535,176,539,176,539,207,511,82,536,148,535,40,674,99,679,40,674,42,688,42,688,63,754,99,679,207,671,207,671,158,773,82,536,40,674,148,535,99,679,40,674,99,679
341,82,536,25,569,25,569,35,557,148,535,176,540,176,540,207,512,82,536,148,535,40,676,99,681,40,676,45,691,45,691,65,758,99,681,208,672,208,672,158,773,82,536,40,676,148,535,99,681,40,676,99,681
342,79,537,24,572,24,572,37,558,148,535,176,540,176,540,207,512,79,537,148,535,39,676,98,682,39,676,54,693,54,693,65,761,98,682,207,672,207,672,158,772,79,537,39,676,148,535,98,682,39,676,98,682
343,78,537,25,571,25,571,37,557,148,535,183,536,183,536,208,512,78,537,148,535,40,679,98,683,40,679,48,693,48,693,65,760,98,683,208,672,208,672,159,769,78,537,40,679,148,535,98,683,40,679,98,683
344,78,538,24,574,24,574,37,557,148,535,182,537,182,537,208,513,78,538,148,535,39,678,97,684,39,678,56,692,56,692,70,759,97,684,208,672,208,672,159,768,78,538,39,678,148,535,97,684,39,678,97,684
345,78,538,25,572,25,572,37,556,149,536,183,535,183,535,208,513,78,538,149,536,41,678,97,684,41,678,54,687,54,687,74,753,97,684,208,672,208,672,161,764,78,538,41,678,149,536,97,684,41,678,97,684
346,78,538,25,572,25,572,36,556,149,536,181,538,181,538,208,513,78,538,149,536,41,678,97,684,41,678,53,688,53,688,74,754,97,684,208,672,208,672,161,765,78,538,41,678,149,536,97,684,41,678,97,684
347,78,539,25,570,25,570,36,556,150,538,183,537,183,537,208,514,78,539,150,538,43,679,97,685,43,679,60,686,60,686,81,753,97,685,208,672,208,672,162,764,78,539,43,679,150,538,97,685,43,679,97,685
348,78,539,25,571,25,571,36,556,150,538,183,538,183,538,208,515,78,539,150,538,43,679,97,685,43,679,56,686,56,686,79,753,97,685,208,672,208,672,162,763,78,539,43,679,150,538,97,685,43,679,97,685
349,79,540,26,570,26,570,36,555,150,539,187,537,187,537,208,515,79,540,150,539,43,678,97,685,43,678,68,680,68,680,86,748,97,685,208,672,208,672,163,763,79,540,43,678,150,539,97,685,43,678,97,685
350,80,540,26,570,26,570,36,555,150,540,188,536,188,536,208,515,80,540,150,540,43,678,97,686,43,678,68,679,68,679,86,747,97,686,209,672,209,672,163,763,80,540,43,678,150,540,97,686,43,678,97,686
351,80,540,27,566,27,566,36,555,150,541,192,533,192,533,207,515,80,540,150,541,42,678,97,687,42,678,69,677,69,677,87,746,97,687,209,672,209,672,163,765,80,540,42,678,150,541,97,687,42,678,97,687
352,80,541,27,567,27,567,37,555,150,542,191,533,191,533,207,516,80,541,150,542,42,679,97,687,42,679,71,676,71,676,88,746,97,687,209,672,209,672,162,764,80,541,42,679,150,542,97,687,42,679,97,687
353,81,541,28,564,28,564,37,556,150,542,191,533,191,533,207,517,81,541,150,542,40,679,97,687,40,679,71,674,71,674,87,744,97,687,209,672,209,672,160,763,81,541,40,679,150,542,97,687,40,679,97,687
354,81,541,28,565,28,565,37,556,150,542,190,534,190,534,207,517,81,541,150,542,39,679,96,687,39,679,71,674,71,674,87,743,96,687,208,672,208,672,159,763,81,541,39,679,150,542,96,687,39,679,96,687
355,84,542,28,567,28,567,37,556,150,542,186,541,186,541,207,519,84,542,150,542,40,679,95,687,40,679,73,669,73,669,89,739,95,687,208,672,208,672,159,762,84,542,40,679,150,542,95,687,40,679,95,687
356,84,543,28,567,28,567,37,556,150,542,186,541,186,541,207,519,84,543,150,542,40,679,95,687,40,679,73,666,73,666,91,735,95,687,208,672,208,672,158,761,84,543,40,679,150,542,95,687,40,679,95,687
357,84,544,28,569,28,569,37,557,150,543,186,553,186,553,206,520,84,544,150,543,40,681,93,688,40,681,79,665,79,665,91,735,93,688,208,672,208,672,157,760,84,544,40,681,150,543,93,688,40,681,93,688
358,83,545,28,569,28,569,37,557,150,544,188,547,188,547,206,520,83,545,150,544,39,680,93,688,39,680,79,661,79,661,90,731,93,688,208,672,208,672,156,760,83,545,39,680,150,544,93,688,39,680,93,688
359,83,546,28,572,28,572,37,558,150,544,189,547,189,547,206,521,83,546,150,544,39,680,93,688,39,680,74,663,74,663,83,733,93,688,208,672,208,672,155,761,83,546,39,680,150,544,93,688,39,680,93,688
360,83,546,28,572,28,572,37,559,150,545,191,551,191,551,206,522,83,546,150,545,42,683,93,690,42,683,61,665,61,665,78,733,93,690,208,673,208,673,155,771,83,546,42,683,150,545,93,690,42,683,93,690
361,83,547,26,578,26,578,37,562,150,545,184,551,184,551,206,523,83,547,150,545,39,683,93,691,39,683,62,666,62,666,78,733,93,691,208,673,208,673,155,771,83,547,39,683,150,545,93,691,39,683,93,691
362,83,548,26,578,26,578,37,564,150,546,186,549,186,549,206,523,83,548,150,546,37,683,92,691,37,683,62,666,62,666,78,734,92,691,208,673,208,673,154,768,83,548,37,683,150,546,92,691,37,683,92,691
363,83,548,24,582,24,582,36,566,150,548,185,551,185,551,206,525,83,548,150,548,36,683,91,692,36,683,65,667,65,667,78,735,91,692,207,673,207,673,154,768,83,548,36,683,150,548,91,692,36,683,91,692
364,83,548,23,582,23,582,36,567,151,548,185,550,185,550,206,525,83,548,151,548,36,683,91,692,36,683,61,667,61,667,77,735,91,692,207,673,207,673,153,768,83,548,36,683,151,548,91,692,36,683,91,692
365,79,550,20,585,20,585,36,568,152,550,185,551,185,551,206,526,79,550,152,550,35,685,92,695,35,685,64,667,64,667,82,735,92,695,208,673,208,673,153,768,79,550,35,685,152,550,92,695,35,685,92,695
366,79,550,20,584,20,584,35,568,153,550,185,551,185,551,206,526,79,550,153,550,34,685,92,695,34,685,64,666,64,666,82,733,92,695,208,673,208,673,153,767,79,550,34,685,153,550,92,695,34,685,92,695
367,78,550,19,588,19,588,35,568,154,550,185,553,185,553,206,527,78,550,154,550,33,685,92,696,33,685,64,666,64,666,81,732,92,696,208,674,208,674,149,765,78,550,33,685,154,550,92,696,33,685,92,696
368,78,550,19,587,19,587,35,568,154,550,185,552,185,552,207,528,78,550,154,550,33,685,92,696,33,685,62,666,62,666,78,731,92,696,208,674,208,674,147,765,78,550,33,685,154,550,92,696,33,685,92,696
369,78,551,19,588,19,588,35,568,154,551,185,553,185,553,207,528,78,551,154,551,33,685,91,696,33,685,74,666,74,666,84,731,91,696,208,674,208,674,144,764,78,551,33,685,154,551,91,696,33,685,91,696
370,78,551,19,590,19,590,35,569,155,552,185,554,185,554,207,529,78,551,155,552,32,685,91,696,32,685,78,666,78,666,86,730,91,696,207,674,207,674,141,763,78,551,32,685,155,552,91,696,32,685,91,696
371,78,552,19,592,19,592,35,569,155,553,181,562,181,562,207,531,78,552,155,553,32,685,90,696,32,685,77,666,77,666,86,730,90,696,207,674,207,674,138,761,78,552,32,685,155,553,90,696,32,685,90,696
372,78,553,19,592,19,592,35,570,156,553,190,555,190,555,206,531,78,553,156,553,32,685,90,696,32,685,83,659,83,659,89,726,90,696,208,674,208,674,140,761,78,553,32,685,156,553,90,696,32,685,90,696
373,78,554,20,591,20,591,34,570,156,554,194,553,194,553,206,531,78,554,156,554,32,685,91,697,32,685,78,658,78,658,88,721,91,697,208,674,208,674,140,760,78,554,32,685,156,554,91,697,32,685,91,697
374,78,554,18,595,18,595,35,570,157,554,196,550,196,550,205,531,78,554,157,554,31,685,91,697,31,685,77,651,77,651,84,713,91,697,208,674,208,674,141,759,78,554,31,685,157,554,91,697,31,685,91,697
375,78,550,17,595,17,595,35,571,157,554,193,555,193,555,205,531,78,550,157,554,31,687,91,699,31,687,76,652,76,652,84,716,91,699,209,674,209,674,141,759,78,550,31,687,157,554,91,699,31,687,91,699
